hf_town_hash,city,state_id,population,householdIncome,total_income
df1,Brownwood,TX,24636.0,46793.0,1152792348.0
ist,East Weymouth,MA,15337.0,75152.0,1152606224.0
c93,Cudahy,WI,18211.0,63280.0,1152392080.0
ugq,Hasbrouck Heights,NJ,12026.0,95784.0,1151898384.0
b7i,Gardendale,AL,15591.0,73854.0,1151457714.0
sgt,Augusta,ME,25803.0,44609.0,1151046027.0
p8r,Godfrey,IL,16460.0,69866.0,1149994360.0
4k0,Urbana,OH,20634.0,55696.0,1149231264.0
45y,Danville,PA,18773.0,61194.0,1148794962.0
34u,Prince Frederick,MD,12418.0,92479.0,1148404222.0
6bt,Lunenburg,MA,11530.0,99601.0,1148399530.0
oxy,Carnegie,PA,19438.0,59072.0,1148241536.0
3dj,Macedonia,OH,11942.0,96029.0,1146778318.0
wuq,Middlesex,NJ,13606.0,84216.0,1145842896.0
apr,Temple,GA,16763.0,68347.0,1145700761.0
r7t,Northampton,MA,17009.0,67356.0,1145658204.0
yqh,Hamtramck,MI,39186.0,29224.0,1145171664.0
1r0,Saint Clairsville,OH,16352.0,70030.0,1145130560.0
lx1,Sparta,TN,24906.0,45976.0,1145078256.0
mkj,Washington,NC,25991.0,44056.0,1145059496.0
e8v,Neosho,MO,23217.0,49299.0,1144574883.0
fui,Souderton,PA,14307.0,79931.0,1143572817.0
j1v,Carthage,MO,24375.0,46900.0,1143187500.0
p6p,Blairsville,GA,22646.0,50451.0,1142513346.0
dqw,Smithville,MO,13757.0,83014.0,1142023598.0
ojy,Bellbrook,OH,11145.0,102319.0,1140345255.0
7ea,Arecibo,PR,58771.0,19402.0,1140274942.0
g3y,Birdsboro,PA,15523.0,73442.0,1140040166.0
l6a,Georgetown,SC,26790.0,42532.0,1139432280.0
fth,Grosse Ile,MI,10153.0,112159.0,1138750327.0
04y,Chester,PA,35113.0,32431.0,1138749703.0
v60,Tuttle,OK,13037.0,87347.0,1138742839.0
mnh,Red Wing,MN,18679.0,60950.0,1138485050.0
xtj,Lillington,NC,21743.0,52346.0,1138159078.0
1wy,West Henrietta,NY,11848.0,96053.0,1138035944.0
c1h,Cambridge,MN,15396.0,73852.0,1137025392.0
2fk,Radcliff,KY,23659.0,48058.0,1137004222.0
key,Bala Cynwyd,PA,9246.0,122950.0,1136795700.0
2ft,North Billerica,MA,10519.0,107964.0,1135673316.0
04h,Grand Rapids,MN,20142.0,56366.0,1135323972.0
zlp,Henderson,CO,12850.0,88284.0,1134449400.0
uat,Finksburg,MD,9719.0,116713.0,1134333647.0
bh0,Wilmington,OH,21756.0,52120.0,1133922720.0
spm,Coalinga,CA,18339.0,61808.0,1133496912.0
v52,Taylor,TX,19328.0,58631.0,1133219968.0
l7r,Fairview Heights,IL,16517.0,68604.0,1133132268.0
8zq,Washington,NJ,13892.0,81566.0,1133114872.0
0ir,Port Wentworth,GA,14010.0,80865.0,1132918650.0
jtz,Berlin,NJ,12903.0,87704.0,1131644712.0
7hl,Cottonwood,AZ,25300.0,44716.0,1131314800.0
vph,Milan,MI,14170.0,79830.0,1131191100.0
9ai,Narragansett,RI,14204.0,79630.0,1131064520.0
t4j,Berea,OH,18714.0,60432.0,1130924448.0
f6l,Marion,AR,15536.0,72791.0,1130880976.0
k3g,Norwalk,IA,13404.0,84357.0,1130721228.0
erq,Dayton,NJ,8774.0,128807.0,1130152618.0
78w,Mesquite,NV,19087.0,59206.0,1130064922.0
vfq,Greenlawn,NY,9321.0,121033.0,1128148593.0
zsc,Floyds Knobs,IN,11672.0,96600.0,1127515200.0
x5r,Crete,IL,15187.0,74239.0,1127467693.0
o3e,Nokesville,VA,8526.0,132224.0,1127341824.0
vhp,Avon Park,FL,28151.0,40034.0,1126997134.0
vw2,Mineral Wells,TX,20437.0,55125.0,1126589625.0
dqa,Saint Helens,OR,17126.0,65710.0,1125349460.0
dor,Glen Carbon,IL,13388.0,84000.0,1124592000.0
yta,Molalla,OR,15504.0,72432.0,1122985728.0
r2t,Phoenix,MD,7587.0,148010.0,1122951870.0
8mx,Merrill,WI,18649.0,60213.0,1122912237.0
dc3,Woodland,WA,14869.0,75487.0,1122416203.0
f01,Lewisburg,TN,23052.0,48679.0,1122148308.0
svi,Telford,PA,14930.0,75125.0,1121616250.0
vlv,Canton,MS,27693.0,40497.0,1121483421.0
yom,Susanville,CA,19859.0,56458.0,1121199422.0
7br,Dolton,IL,22289.0,50237.0,1119732493.0
l3a,Canovanas,PR,50721.0,22075.0,1119666075.0
3nm,Wasco,CA,28394.0,39425.0,1119433450.0
scy,Saugerties,NY,17870.0,62634.0,1119269580.0
i92,Hurricane,UT,19316.0,57941.0,1119188356.0
bxj,Bellefontaine,OH,18753.0,59647.0,1118560191.0
9du,Gaylord,MI,19865.0,56270.0,1117803550.0
v2u,Centreville,MD,10534.0,106025.0,1116867350.0
lia,The Dalles,OR,20627.0,54133.0,1116601391.0
ctz,Atlantic City,NJ,37793.0,29526.0,1115876118.0
7zl,Payson,AZ,21809.0,51161.0,1115770249.0
7qc,Lincolnwood,IL,12338.0,90422.0,1115626636.0
8mc,Mount Vernon,IL,23287.0,47896.0,1115354152.0
pxy,Brookhaven,PA,16647.0,66967.0,1114799649.0
jev,De Soto,MO,21160.0,52647.0,1114010520.0
q3c,Camby,IN,14860.0,74935.0,1113534100.0
v9c,Peru,IN,23280.0,47811.0,1113040080.0
e02,Pampa,TX,20148.0,55225.0,1112673300.0
w8w,Incline Village,NV,9322.0,119358.0,1112655276.0
m8j,Heath,OH,18997.0,58554.0,1112350338.0
p6t,Mashpee,MA,14204.0,78309.0,1112301036.0
n6r,Elburn,IL,10397.0,106909.0,1111532873.0
bow,Dayton,NV,15885.0,69969.0,1111457565.0
kne,Clarkston,WA,20707.0,53663.0,1111199741.0
gct,Georgetown,DE,20033.0,55459.0,1111010147.0
1s1,Addison,TX,15418.0,72050.0,1110866900.0
h03,Hedgesville,WV,15570.0,71336.0,1110701520.0
c5j,Celina,OH,18651.0,59535.0,1110387285.0
iu2,Lockhart,TX,17675.0,62811.0,1110184425.0
gly,Oyster Bay,NY,9517.0,116639.0,1110053363.0
08y,Hershey,PA,17969.0,61722.0,1109082618.0
u5h,Hutchinson,MN,17938.0,61758.0,1107815004.0
kt1,Brandon,SD,11576.0,95666.0,1107429616.0
4cc,Palos Hills,IL,17197.0,64364.0,1106867708.0
fa2,Pleasanton,TX,16722.0,66179.0,1106645238.0
04k,Latonia,KY,19701.0,56126.0,1105738326.0
45c,Greencastle,IN,20180.0,54777.0,1105399860.0
hsl,Greenbrier,AR,17511.0,63125.0,1105381875.0
vxq,Congers,NY,8919.0,123848.0,1104600312.0
e7r,Flossmoor,IL,9355.0,118059.0,1104441945.0
n5t,Hull,MA,10478.0,105403.0,1104412634.0
wru,Luling,LA,14827.0,74478.0,1104285306.0
xux,Sparta,WI,18096.0,61015.0,1104127440.0
v1y,Streetsboro,OH,16974.0,65032.0,1103853168.0
1tl,Pike Road,AL,10574.0,104327.0,1103153698.0
swy,West Nyack,NY,7115.0,154970.0,1102611550.0
y9w,Winnemucca,NV,16424.0,67126.0,1102477424.0
v7y,Furlong,PA,6825.0,161512.0,1102319400.0
12e,Martinsville,VA,28791.0,38253.0,1101342123.0
auq,Millburn,NJ,6862.0,160469.0,1101138278.0
vjp,Gibsonton,FL,16608.0,66295.0,1101027360.0
15h,Isanti,MN,13490.0,81548.0,1100082520.0
lqu,Broussard,LA,14721.0,74722.0,1099982562.0
p3t,Auburndale,MA,9292.0,118333.0,1099550236.0
zhy,Tuckahoe,NY,9713.0,113167.0,1099191071.0
xot,Rutland,MA,8799.0,124890.0,1098907110.0
d7j,Grafton,OH,14755.0,74464.0,1098716320.0
nsv,Hannibal,MO,21571.0,50896.0,1097877616.0
0xt,Centerville,MA,11105.0,98852.0,1097751460.0
ulz,Roselle Park,NJ,13574.0,80842.0,1097349308.0
umu,Haughton,LA,18845.0,58229.0,1097325505.0
roc,Middlebury,IN,12477.0,87910.0,1096853070.0
x7a,Mauldin,SC,16600.0,66055.0,1096513000.0
qrg,Boone,IA,16609.0,66015.0,1096443135.0
e6j,Dover,OH,18152.0,60398.0,1096344496.0
x7q,Hewlett,NY,7950.0,137857.0,1095963150.0
bdv,Republic,MO,19459.0,56321.0,1095950339.0
6op,Dublin,GA,27503.0,39844.0,1095829532.0
qoa,Moore,SC,14119.0,77586.0,1095436734.0
t8p,Eatonton,GA,20792.0,52682.0,1095364144.0
qij,Moyock,NC,12364.0,88586.0,1095277304.0
6kk,Spring Hill,KS,11369.0,96274.0,1094539106.0
o6r,Effingham,IL,19068.0,57384.0,1094198112.0
6sc,Frankfort,IN,22043.0,49638.0,1094170434.0
equ,Chalmette,LA,23111.0,47337.0,1094005407.0
d4r,Charleston,IL,23642.0,46272.0,1093962624.0
w7c,Madison,IN,22106.0,49462.0,1093406972.0
k5t,Hanson,MA,10874.0,100455.0,1092347670.0
ld2,Mapleton,UT,9994.0,109261.0,1091954434.0
zqu,Carencro,LA,21805.0,50044.0,1091209420.0
nde,Greenacres,WA,15437.0,70635.0,1090392495.0
6gc,Plano,IL,13476.0,80731.0,1087930956.0
d3y,Bridgeville,PA,15363.0,70812.0,1087884756.0
03a,Dorado,PR,36538.0,29757.0,1087261266.0
ku0,Wapakoneta,OH,17394.0,62507.0,1087246758.0
p03,Harpers Ferry,WV,13735.0,79141.0,1087001635.0
v1z,Geneva,NY,19539.0,55617.0,1086700563.0
kip,Fort Lupton,CO,15100.0,71900.0,1085690000.0
fmy,Port Jefferson,NY,9156.0,118518.0,1085150808.0
yoy,Glenshaw,PA,14088.0,77026.0,1085142288.0
9fm,Soquel,CA,11289.0,96052.0,1084331028.0
i8q,Islip Terrace,NY,8821.0,122802.0,1083236442.0
9di,Oxford,AL,17705.0,61182.0,1083227310.0
uic,Marengo,IL,12323.0,87792.0,1081860816.0
qlz,Pompton Lakes,NJ,10998.0,98348.0,1081631304.0
kec,Brazil,IN,18808.0,57474.0,1080970992.0
drl,Kodiak,AK,12852.0,84104.0,1080904608.0
aeh,Detroit Lakes,MN,17696.0,61070.0,1080694720.0
cjq,Wood Ridge,NJ,9016.0,119840.0,1080477440.0
hyz,Hopatcong,NJ,11389.0,94836.0,1080087204.0
hai,East Providence,RI,21720.0,49697.0,1079418840.0
no0,Cornelius,OR,14689.0,73365.0,1077658485.0
39v,Pleasant Hill,MO,13419.0,80242.0,1076767398.0
obp,Ball Ground,GA,14083.0,76381.0,1075673623.0
znz,Granite Falls,NC,19987.0,53787.0,1075040769.0
04t,Douglas,MA,9168.0,117250.0,1074948000.0
hcq,Fair Haven,NJ,5833.0,184201.0,1074444433.0
hbk,Mount Sterling,KY,21936.0,48958.0,1073942688.0
bjl,Safford,AZ,20383.0,52598.0,1072105034.0
xfy,Fleetwood,PA,13531.0,79232.0,1072088192.0
tjr,Middleton,ID,14237.0,75285.0,1071832545.0
wvi,Swarthmore,PA,10075.0,106356.0,1071536700.0
zgh,Petoskey,MI,17205.0,62264.0,1071252120.0
4st,Georgetown,MA,8733.0,122600.0,1070665800.0
uk1,Athens,TN,25062.0,42685.0,1069771470.0
e0q,Ardsley,NY,5351.0,199904.0,1069686304.0
95c,Griffith,IN,17384.0,61526.0,1069567984.0
yjq,Whippany,NJ,8839.0,120870.0,1068369930.0
rti,Lewistown,PA,21013.0,50836.0,1068216868.0
iqe,Santaquin,UT,13877.0,76950.0,1067835150.0
o1a,Tobyhanna,PA,17531.0,60890.0,1067462590.0
3mq,Allendale,NJ,6757.0,157958.0,1067322206.0
5yh,Ionia,MI,20142.0,52983.0,1067183586.0
cdi,Muscle Shoals,AL,17576.0,60714.0,1067109264.0
jwy,West Harrison,NY,11132.0,95859.0,1067102388.0
4ft,North Chelmsford,MA,9477.0,112568.0,1066806936.0
18e,Burlington,WA,16324.0,65336.0,1066544864.0
xst,Gardner,MA,20605.0,51708.0,1065443340.0
nxc,Decatur,IN,19694.0,54084.0,1065130296.0
cxc,Connersville,IN,22535.0,47226.0,1064237910.0
u72,Wimberley,TX,13981.0,76094.0,1063870214.0
7mj,Rockingham,NC,25663.0,41429.0,1063192427.0
g0y,Cortland,OH,17266.0,61556.0,1062825896.0
y1m,Mckinleyville,CA,18831.0,56422.0,1062482682.0
fii,Moscow,PA,13938.0,76184.0,1061852592.0
d1e,Lovettsville,VA,7693.0,138015.0,1061749395.0
5et,Agawam,MA,16064.0,66088.0,1061637632.0
zur,Waimanalo,HI,9909.0,107115.0,1061402535.0
01e,Lexington,VA,17385.0,60980.0,1060137300.0
lit,Jewett City,CT,15880.0,66723.0,1059561240.0
f80,Eagle Point,OR,15174.0,69825.0,1059524550.0
y93,Cottage Grove,WI,11112.0,95341.0,1059429192.0
iwq,Ridgefield Park,NJ,12928.0,81908.0,1058906624.0
ukc,Prospect Heights,IL,15729.0,67275.0,1058168475.0
d1c,Angola,IN,18094.0,58475.0,1058046650.0
gva,Lewisburg,PA,19665.0,53801.0,1057996665.0
3gh,Plainwell,MI,15594.0,67832.0,1057772208.0
95j,Cleves,OH,13106.0,80694.0,1057575564.0
wh2,Marble Falls,TX,18524.0,57087.0,1057479588.0
0jt,York,ME,10727.0,98577.0,1057435479.0
zim,Boulder Creek,CA,9457.0,111792.0,1057216944.0
jup,Rehoboth Beach,DE,13922.0,75846.0,1055928012.0
gk1,Ashland City,TN,17835.0,59144.0,1054833240.0
bqx,Greenville,WI,10124.0,104161.0,1054525964.0
d7h,New Ulm,MN,16688.0,63180.0,1054347840.0
scc,Palos Park,IL,9625.0,109360.0,1052590000.0
9xt,Clinton,MA,13940.0,75455.0,1051842700.0
cji,West Mifflin,PA,19500.0,53887.0,1050796500.0
hyq,Hollis,NH,7973.0,131745.0,1050402885.0
f8p,Forest Park,GA,28503.0,36837.0,1049965011.0
enp,Gray,GA,15324.0,68488.0,1049510112.0
lde,Fall City,WA,6635.0,158168.0,1049444680.0
2ou,Chelsea,MI,12714.0,82529.0,1049273706.0
21q,Bohemia,NY,9748.0,107561.0,1048504628.0
c3a,Cayey,PR,45773.0,22904.0,1048384792.0
363,Weirton,WV,20493.0,51136.0,1047930048.0
i1c,Wood Dale,IL,13972.0,75000.0,1047900000.0
cjh,Albert Lea,MN,20994.0,49914.0,1047894516.0
wkq,Lebanon,NJ,8260.0,126858.0,1047847080.0
792,Lindon,UT,11135.0,94063.0,1047391505.0
k0m,Livingston,CA,17624.0,59412.0,1047077088.0
1tj,Lewisville,NC,13418.0,78024.0,1046926032.0
sqx,Greendale,WI,14005.0,74731.0,1046607655.0
q1i,North Providence,RI,15627.0,66948.0,1046196396.0
dlz,Totowa,NJ,10810.0,96750.0,1045867500.0
nm2,Hewitt,TX,14705.0,71096.0,1045466680.0
k70,Astoria,OR,17892.0,58426.0,1045357992.0
wcv,Long Beach,MS,17276.0,60507.0,1045318932.0
cj0,Chickasha,OK,20352.0,51359.0,1045258368.0
dpi,Pennsburg,PA,10920.0,95657.0,1044574440.0
vsp,Tavares,FL,22486.0,46451.0,1044497186.0
k4a,Vega Baja,PR,52252.0,19970.0,1043472440.0
vw0,Bethany,OK,20064.0,51988.0,1043087232.0
3g2,Lake Dallas,TX,13026.0,80020.0,1042340520.0
jy2,Fort Hood,TX,23514.0,44321.0,1042163994.0
qa0,El Reno,OK,22396.0,46517.0,1041794732.0
mpq,Belford,NJ,7508.0,138750.0,1041735000.0
etu,Benton,LA,13582.0,76687.0,1041562834.0
teu,Crownsville,MD,7787.0,133750.0,1041511250.0
o3a,Humacao,PR,47675.0,21833.0,1040888275.0
lsj,Brookpark,OH,18486.0,56302.0,1040798772.0
voj,Greenville,OH,22205.0,46852.0,1040348660.0
9hh,Sparta,MI,14157.0,73478.0,1040228046.0
dcx,Plymouth,WI,14913.0,69741.0,1040047533.0
3fz,Clinton,NC,27016.0,38494.0,1039953904.0
jxg,Pella,IA,13298.0,78182.0,1039664236.0
5di,Odenville,AL,16072.0,64679.0,1039520888.0
3oa,North Myrtle Beach,SC,17356.0,59854.0,1038826024.0
tmw,West Plains,MO,25289.0,41062.0,1038416918.0
t3g,Newton,IA,20189.0,51428.0,1038279892.0
v6l,Lowell,AR,13761.0,75434.0,1038047274.0
k8u,Comstock Park,MI,16926.0,61293.0,1037445318.0
2jl,Rio Rico,AZ,20064.0,51670.0,1036706880.0
ae2,Rockport,TX,19313.0,53674.0,1036605962.0
upt,Stafford Springs,CT,12547.0,82601.0,1036394747.0
slk,Liberal,KS,21282.0,48695.0,1036326990.0
q9u,Eaton Rapids,MI,15873.0,65287.0,1036300551.0
gmt,Prospect,CT,9667.0,107188.0,1036186396.0
brl,Ketchikan,AK,13850.0,74678.0,1034290300.0
o8p,Fort Benning,GA,17867.0,57882.0,1034177694.0
ukp,Wellington,CO,11785.0,87753.0,1034169105.0
yci,Pottsville,PA,22878.0,45198.0,1034039844.0
wpz,Artesia,NM,18238.0,56675.0,1033638650.0
wxt,Carlisle,MA,5232.0,197530.0,1033476960.0
7ax,Riverton,WY,19660.0,52564.0,1033408240.0
baq,Bedford,NY,5555.0,186000.0,1033230000.0
x81,Clute,TX,16352.0,63169.0,1032939488.0
hfe,Vinton,VA,18715.0,55171.0,1032525265.0
v3c,Cedar Lake,IN,14799.0,69732.0,1031963868.0
toy,Glenmoore,PA,7553.0,136528.0,1031195984.0
zxu,Marriottsville,MD,6029.0,171012.0,1031031348.0
6su,Thurmont,MD,12241.0,84224.0,1030985984.0
7ny,Jeannette,PA,18550.0,55564.0,1030712200.0
rnt,Sutton,MA,9458.0,108971.0,1030647718.0
fqw,Sikeston,MO,22423.0,45946.0,1030247158.0
nb2,Uvalde,TX,22933.0,44923.0,1030219159.0
gry,Ridge,NY,13701.0,75188.0,1030150788.0
1s3,Saint Albans,WV,23143.0,44501.0,1029886643.0
b3u,Ijamsville,MD,7117.0,144688.0,1029744496.0
y5k,Mayfield,KY,24032.0,42844.0,1029627008.0
drj,Stanley,NC,15709.0,65511.0,1029112299.0
int,Stow,MA,7159.0,143711.0,1028827049.0
chx,Sturgeon Bay,WI,16822.0,61137.0,1028446614.0
nk0,Vermilion,OH,15570.0,66050.0,1028398500.0
2uc,Rockton,IL,11121.0,92420.0,1027802820.0
w9q,Locust Valley,NY,6850.0,149865.0,1026575250.0
y4y,Center Valley,PA,9396.0,109158.0,1025648568.0
ruv,Pontotoc,MS,20526.0,49941.0,1025088966.0
uhi,Spring Grove,PA,13088.0,78315.0,1024986720.0
1ay,Morrow,OH,11958.0,85690.0,1024681020.0
2kq,Lincoln Park,NJ,10220.0,100248.0,1024534560.0
edu,Freeland,MI,13690.0,74756.0,1023409640.0
5lt,Old Lyme,CT,9642.0,106052.0,1022553384.0
m5u,Walkersville,MD,10477.0,97593.0,1022481861.0
esr,Clarendon Hills,IL,9970.0,102554.0,1022463380.0
8pu,Leesville,LA,20754.0,49258.0,1022300532.0
0oi,Guntersville,AL,17655.0,57885.0,1021959675.0
4ij,Oak Ridge,NC,7398.0,138025.0,1021108950.0
6ig,Whiteland,IN,14074.0,72546.0,1021012404.0
s5y,Darby,PA,22087.0,46222.0,1020905314.0
pmy,Pine Bush,NY,11886.0,85884.0,1020817224.0
yp0,Portsmouth,OH,29493.0,34604.0,1020575772.0
goq,Honeoye Falls,NY,9271.0,109841.0,1018335911.0
sz1,Greenbrier,TN,14569.0,69875.0,1018008875.0
h7m,Stanford,CA,16283.0,62515.0,1017931745.0
cxv,Excelsior Springs,MO,15989.0,63659.0,1017843751.0
fk0,Vandalia,OH,15439.0,65916.0,1017677124.0
80r,Sandpoint,ID,19201.0,52997.0,1017595397.0
0uh,Saint Clair,MI,12291.0,82790.0,1017571890.0
l3i,Rutland,VT,19722.0,51591.0,1017477702.0
1ma,Beaver,PA,15114.0,67303.0,1017217542.0
qdw,Hanover,NH,10466.0,97147.0,1016740502.0
3fp,Cedartown,GA,23793.0,42728.0,1016627304.0
e6l,Malvern,AR,23308.0,43610.0,1016461880.0
c01,Kingston,TN,15959.0,63670.0,1016109530.0
gda,Woodruff,SC,16000.0,63505.0,1016080000.0
54y,Clairton,PA,15911.0,63815.0,1015360465.0
z2z,Jamesville,NY,10940.0,92800.0,1015232000.0
ekq,Lincroft,NJ,6501.0,156164.0,1015222164.0
wpy,Putnam Valley,NY,8250.0,122868.0,1013661000.0
q9t,Webster,MA,16934.0,59844.0,1013398296.0
xv0,Altus,OK,20083.0,50460.0,1013388180.0
n6q,Gloversville,NY,22956.0,44144.0,1013369664.0
ptz,Andover,NJ,8933.0,113352.0,1012573416.0
xca,Du Bois,PA,18871.0,53634.0,1012127214.0
59h,Sauk Rapids,MN,17225.0,58750.0,1011968750.0
h8j,Hillsboro,OH,23449.0,43153.0,1011894697.0
p8a,Pickens,SC,18125.0,55826.0,1011846250.0
2ki,Selinsgrove,PA,15273.0,66158.0,1010431134.0
zne,Colbert,WA,9770.0,103420.0,1010413400.0
dkh,Rockwood,MI,12553.0,80487.0,1010353311.0
t6z,Brevard,NC,19842.0,50891.0,1009779222.0
apz,Belen,NM,21804.0,46301.0,1009547004.0
ezh,Whitmore Lake,MI,14296.0,70590.0,1009154640.0
i1i,North Smithfield,RI,11901.0,84787.0,1009050087.0
ulj,Pfafftown,NC,12670.0,79578.0,1008253260.0
0uq,Milford,NJ,8857.0,113813.0,1008041741.0
h8t,South Dartmouth,MA,11212.0,89883.0,1007768196.0
aow,Boulder City,NV,16048.0,62792.0,1007686016.0
ent,Upton,MA,7968.0,126442.0,1007489856.0
bqc,Lincoln,IL,19113.0,52703.0,1007312439.0
dgq,Keansburg,NJ,13125.0,76747.0,1007304375.0
1ky,South Salem,NY,7208.0,139735.0,1007209880.0
vjy,Eden,NC,23536.0,42787.0,1007034832.0
evq,Pompton Plains,NJ,10542.0,95500.0,1006761000.0
8tc,Lake Bluff,IL,10259.0,98080.0,1006202720.0
lay,Logan,OH,18619.0,54032.0,1006021808.0
1mh,Marshall,MI,15222.0,66086.0,1005961092.0
gqz,Egg Harbor City,NJ,14068.0,71497.0,1005819796.0
gdu,Fort Gratiot,MI,14953.0,67230.0,1005290190.0
ipy,Pound Ridge,NY,5036.0,199559.0,1004979124.0
4iy,Old Westbury,NY,4470.0,224712.0,1004462640.0
zv1,Dandridge,TN,18514.0,54249.0,1004365986.0
r12,Port Lavaca,TX,17295.0,58057.0,1004095815.0
uzm,King City,CA,17599.0,57007.0,1003266193.0
0oj,Groveport,OH,14723.0,68103.0,1002680469.0
htt,Ansonia,CT,18630.0,53805.0,1002387150.0
ifm,Shafter,CA,21854.0,45867.0,1002377418.0
30z,Clay,NY,11808.0,84888.0,1002357504.0
37t,Oxford,MA,11679.0,85813.0,1002210027.0
g3k,Harrodsburg,KY,19546.0,51257.0,1001869322.0
zst,Feeding Hills,MA,12563.0,79713.0,1001434419.0
irt,Watertown,CT,13733.0,72917.0,1001369161.0
6pr,Toccoa,GA,22261.0,44938.0,1000364818.0
4sa,Camden,SC,21443.0,46602.0,999286686.0
cqe,Smithfield,UT,13713.0,72854.0,999046902.0
1z2,Navasota,TX,18344.0,54460.0,999014240.0
b9y,Kutztown,PA,15939.0,62662.0,998769618.0
dpq,Califon,NJ,7412.0,134750.0,998767000.0
98t,Sterling,MA,8130.0,122810.0,998445300.0
dkv,Philadelphia,MS,25015.0,39885.0,997723275.0
njx,Green River,WY,12703.0,78445.0,996486835.0
zpq,Blairstown,NJ,9686.0,102823.0,995943578.0
xoz,Elon,NC,16697.0,59643.0,995859171.0
hvh,Sturgis,MI,19447.0,51167.0,995044649.0
21y,Waynesville,OH,11796.0,84347.0,994957212.0
sht,Kennebunk,ME,11536.0,86170.0,994057120.0
xtq,Bow,NH,7958.0,124904.0,993986032.0
ls2,Splendora,TX,15484.0,64180.0,993763120.0
mfu,Benton Harbor,MI,30761.0,32299.0,993549539.0
do0,Cottage Grove,OR,18361.0,54104.0,993403544.0
onp,Hahira,GA,13408.0,74083.0,993304864.0
ogu,Port Allen,LA,15675.0,63343.0,992901525.0
04c,East Chicago,IN,28044.0,35396.0,992645424.0
i6p,Bethlehem,GA,14027.0,70725.0,992059575.0
wu0,Washington Court House,OH,21529.0,46073.0,991905617.0
3ty,Mohegan Lake,NY,8034.0,123438.0,991700892.0
0h0,Wickliffe,OH,16713.0,59330.0,991582290.0
drt,Camden Wyoming,DE,13673.0,72513.0,991470249.0
8ku,Saint Martinville,LA,19806.0,50059.0,991468554.0
57v,Marshfield,MO,17263.0,57429.0,991396827.0
ls0,Piedmont,OK,11768.0,84238.0,991312784.0
dq2,Flint,TX,13703.0,72338.0,991247614.0
3tp,Breckenridge,CO,10769.0,92015.0,990909535.0
ose,Rocky Mount,VA,19552.0,50677.0,990836704.0
3m3,Rochester,WA,12845.0,77108.0,990452260.0
bwm,Jamul,CA,9270.0,106735.0,989433450.0
eki,Sellersville,PA,11484.0,86132.0,989139888.0
luc,Riverdale,IL,28327.0,34878.0,987989106.0
jfm,Signal Hill,CA,11458.0,86140.0,986992120.0
mim,Blythe,CA,22520.0,43822.0,986871440.0
5ma,Berwick,PA,19441.0,50747.0,986572427.0
fic,Mattoon,IL,21227.0,46468.0,986376236.0
2aq,Bayport,NY,8033.0,122708.0,985713364.0
cii,Mohnton,PA,11342.0,86897.0,985585774.0
wdu,Fowlerville,MI,14091.0,69909.0,985087719.0
fqc,Lincolnshire,IL,8218.0,119833.0,984787594.0
wjx,Evanston,WY,14872.0,66203.0,984571016.0
hlj,Pikeville,NC,13923.0,70714.0,984551022.0
rtz,Atco,NJ,11366.0,86607.0,984375162.0
4mh,Mattawan,MI,11022.0,89301.0,984275622.0
raa,Saylorsburg,PA,12806.0,76850.0,984141100.0
aqt,Cos Cob,CT,7176.0,137132.0,984059232.0
b7y,Gladwyne,PA,3936.0,250001.0,984003936.0
pcq,Emerson,NJ,7606.0,129289.0,983372134.0
jbu,Allegan,MI,17494.0,56158.0,982428052.0
7xg,Pleasant Hill,IA,12025.0,81677.0,982165925.0
kfy,Fairless Hills,PA,11989.0,81921.0,982150869.0
rlk,Lansing,KS,11378.0,86292.0,981830376.0
8ml,Chugiak,AK,8872.0,110625.0,981465000.0
gl3,Othello,WA,18400.0,53328.0,981235200.0
chq,Neshanic Station,NJ,5297.0,185208.0,981046776.0
8zx,Cody,WY,15383.0,63764.0,980881612.0
rc3,Veradale,WA,14589.0,67189.0,980220321.0
itp,Avon,CO,11912.0,82234.0,979571408.0
t7a,Leesville,SC,17208.0,56884.0,978859872.0
a5q,Elmsford,NY,9415.0,103903.0,978246745.0
ghi,Spring City,PA,11457.0,85321.0,977522697.0
xcj,Sylva,NC,19292.0,50649.0,977120508.0
ndj,Maple Heights,OH,23001.0,42475.0,976967475.0
f6e,Triangle,VA,11494.0,84978.0,976737132.0
5vh,Three Rivers,MI,18335.0,53243.0,976210405.0
47r,Forest Park,IL,13808.0,70670.0,975811360.0
fx2,Sealy,TX,13347.0,73105.0,975732435.0
19e,Eatonville,WA,10763.0,90636.0,975515268.0
snc,Osceola,IN,13277.0,73467.0,975421359.0
qxh,Fergus Falls,MN,18914.0,51554.0,975092356.0
98i,Killen,AL,13335.0,73103.0,974828505.0
fkh,Riverview,MI,16094.0,60463.0,973091522.0
hk1,Atoka,TN,11094.0,87674.0,972655356.0
g5a,Clemson,SC,20902.0,46497.0,971880294.0
cwc,Spring Grove,IL,9532.0,101922.0,971520504.0
irm,Corcoran,CA,22596.0,42983.0,971243868.0
v2k,Fort Campbell,KY,21228.0,45735.0,970862580.0
knm,Villa Park,CA,5886.0,164919.0,970713234.0
pku,Rayne,LA,17727.0,54756.0,970659612.0
v8e,Brush Prairie,WA,9203.0,105417.0,970152651.0
47z,Dallas,NC,18118.0,53514.0,969566652.0
vpj,Rutherfordton,NC,20948.0,46270.0,969263960.0
b93,Delavan,WI,15722.0,61633.0,968994026.0
