hf_town_hash,city,state_id,population,householdIncome,total_income
1xy,Burlington,PA,205.0,44464.0,9115120.0
7su,Toddville,MD,149.0,61042.0,9095258.0
7uz,Nageezi,NM,808.0,11250.0,9090000.0
ifa,Horatio,SC,127.0,71542.0,9085834.0
jyj,Misenheimer,NC,343.0,26460.0,9075780.0
1rg,Brunsville,IA,140.0,64792.0,9070880.0
4hz,Ponderosa,NM,184.0,49297.0,9070648.0
a8u,Copper City,MI,234.0,38750.0,9067500.0
caw,Broadwater,NE,221.0,41000.0,9061000.0
4hw,Opheim,MT,194.0,46667.0,9053398.0
dbp,Barwick,GA,285.0,31750.0,9048750.0
4hi,Starlight,PA,269.0,33636.0,9048084.0
6ua,Hydetown,PA,215.0,42083.0,9047845.0
3ju,Newry,ME,318.0,28438.0,9043284.0
fya,Summer Lake,OR,179.0,50455.0,9031445.0
caj,Mylo,ND,138.0,65417.0,9027546.0
nsa,Centenary,SC,407.0,22143.0,9012201.0
9gz,Ilfeld,NM,355.0,25380.0,9009900.0
3z1,Granville,TN,477.0,18857.0,8994789.0
zy3,Matlock,WA,104.0,86467.0,8992568.0
69h,Sawyer,MN,176.0,51071.0,8988496.0
blu,Grand Chenier,LA,313.0,28711.0,8986543.0
gej,Wales,ND,88.0,102083.0,8983304.0
mvw,Pompeys Pillar,MT,182.0,49293.0,8971326.0
g2g,Meriden,IA,332.0,27022.0,8971304.0
vil,Trenton,AL,175.0,51250.0,8968750.0
0tm,Alderpoint,CA,138.0,64954.0,8963652.0
wbh,Kinney,MN,192.0,46607.0,8948544.0
67z,Davis,NC,226.0,39583.0,8945758.0
5oe,Bay Center,WA,227.0,39375.0,8938125.0
67g,Wiota,IA,139.0,64261.0,8932279.0
cp1,Ortley,SD,172.0,51875.0,8922500.0
fck,Plevna,KS,261.0,34167.0,8917587.0
bjw,Archer,NE,199.0,44762.0,8907638.0
te2,Rio Frio,TX,145.0,61389.0,8901405.0
nwx,Zenda,WI,138.0,64464.0,8896032.0
qrc,Nilwood,IL,188.0,47292.0,8890896.0
c4l,Fisher,AR,185.0,48036.0,8886660.0
bth,Greenland,MI,186.0,47750.0,8881500.0
wqx,Gotham,WI,231.0,38438.0,8879178.0
b7v,Marston,MO,424.0,20938.0,8877712.0
brx,Odanah,WI,143.0,62000.0,8866000.0
8w0,Bowlegs,OK,211.0,42000.0,8862000.0
4vw,Rexford,MT,399.0,22202.0,8858598.0
ysl,Goodwin,AR,155.0,57125.0,8854375.0
3jc,Van Orin,IL,115.0,76875.0,8840625.0
quk,Summerfield,KS,178.0,49625.0,8833250.0
e4g,Randall,IA,154.0,57344.0,8830976.0
hi1,Herrick,SD,214.0,41250.0,8827500.0
48g,Benedict,KS,222.0,39750.0,8824500.0
r4l,Fifty Six,AR,266.0,33173.0,8824018.0
xrq,Deepwater,NJ,274.0,32197.0,8821978.0
cul,White Mountain,AK,170.0,51875.0,8818750.0
4i2,Girard,TX,67.0,131563.0,8814721.0
5cx,Pigeon Falls,WI,235.0,37500.0,8812500.0
tax,Manderson,WY,246.0,35821.0,8811966.0
jtc,Kinsman,IL,133.0,66250.0,8811250.0
5qi,Mary D,PA,223.0,39500.0,8808500.0
kza,Neelyton,PA,156.0,56458.0,8807448.0
0qe,Summit,UT,252.0,34943.0,8805636.0
0zw,Virginia City,MT,169.0,52083.0,8802027.0
kqp,Cheraw,CO,131.0,67083.0,8787873.0
5kc,Redmon,IL,165.0,53250.0,8786250.0
aok,Siler,KY,443.0,19813.0,8777159.0
2au,Vanceboro,ME,166.0,52857.0,8774262.0
g8w,Goldfield,NV,242.0,36250.0,8772500.0
hug,Dougherty,IA,194.0,45192.0,8767248.0
s0r,Rogerson,ID,243.0,36055.0,8761365.0
zs0,Preston,OK,226.0,38750.0,8757500.0
25e,Saxis,VA,298.0,29375.0,8753750.0
t3v,Dover,MO,149.0,58750.0,8753750.0
42w,Eddyville,NE,172.0,50893.0,8753596.0
gmy,Piseco,NY,142.0,61607.0,8748194.0
h1j,Regan,ND,143.0,61154.0,8745022.0
xhw,Olney,MT,270.0,32386.0,8744220.0
m2t,Perryman,MD,104.0,84079.0,8744216.0
bzk,Buckhorn,KY,500.0,17446.0,8723000.0
mik,Hudson,KS,170.0,51250.0,8712500.0
cgz,Garfield,NM,375.0,23229.0,8710875.0
u30,Loveland,OK,57.0,152813.0,8710341.0
q2e,Low Moor,VA,333.0,26131.0,8701623.0
et1,Bullhead,SD,320.0,27188.0,8700160.0
sva,Loysburg,PA,230.0,37778.0,8688940.0
xck,Pierceville,KS,185.0,46953.0,8686305.0
mkg,Curlew,IA,178.0,48750.0,8677500.0
wej,Webster,ND,121.0,71667.0,8671707.0
hiy,Oak Hill,NY,340.0,25500.0,8670000.0
2f2,Westbrook,TX,195.0,44375.0,8653125.0
ask,Mackville,KY,386.0,22394.0,8644084.0
kci,Quakake,PA,242.0,35714.0,8642788.0
djw,Atlanta,NE,90.0,96000.0,8640000.0
3qe,Teasdale,UT,242.0,35677.0,8633834.0
l40,North Miami,OK,219.0,39375.0,8623125.0
cr2,Irene,TX,153.0,56354.0,8622162.0
sqr,Morris,GA,415.0,20764.0,8617060.0
gdi,Myrtlewood,AL,111.0,77596.0,8613156.0
9ge,Boissevain,VA,130.0,66250.0,8612500.0
gwg,Gravity,IA,225.0,38158.0,8585550.0
l8e,Blakely Island,WA,89.0,96458.0,8584762.0
1nc,Onward,IN,171.0,50192.0,8582832.0
1ng,Burr Oak,KS,285.0,30114.0,8582490.0
x2a,Washingtonville,PA,188.0,45625.0,8577500.0
tnh,Ranier,MN,126.0,68000.0,8568000.0
d4j,Brice,OH,184.0,46552.0,8565568.0
k1i,Prudence Island,RI,204.0,41985.0,8564940.0
uky,South Jamesport,NY,391.0,21900.0,8562900.0
560,Wainwright,OK,274.0,31250.0,8562500.0
4da,Ashton,SD,160.0,53438.0,8550080.0
g4i,Norton,WV,240.0,35625.0,8550000.0
gu2,London,TX,306.0,27941.0,8549946.0
axr,Burnt Prairie,IL,159.0,53750.0,8546250.0
8cw,Essex,MT,178.0,48000.0,8544000.0
7be,Stevensburg,VA,209.0,40875.0,8542875.0
acu,Mount Airy,LA,194.0,44025.0,8540850.0
wui,Sipesville,PA,185.0,46083.0,8525355.0
whm,Green Valley Lake,CA,248.0,34375.0,8525000.0
yop,Daisy,GA,350.0,24356.0,8524600.0
nxr,Camp Grove,IL,68.0,125114.0,8507752.0
5ee,Montebello,VA,291.0,29231.0,8506221.0
gmg,Andover,IA,160.0,53125.0,8500000.0
qkz,Jamestown,NM,129.0,65870.0,8497230.0
n3z,Pierrepont Manor,NY,191.0,44451.0,8490141.0
ty3,Malden,WA,223.0,37917.0,8455491.0
72k,Garner,KY,208.0,40625.0,8450000.0
8sr,Coello,IL,187.0,45156.0,8444172.0
qvk,Woodston,KS,189.0,44674.0,8443386.0
8aw,Center,NE,196.0,43077.0,8443092.0
j4q,Davenport Center,NY,189.0,44655.0,8439795.0
m7i,Fort Davis,AL,129.0,65417.0,8438793.0
etp,Branson,CO,163.0,51750.0,8435250.0
ywy,Wells Bridge,NY,99.0,85156.0,8430444.0
mta,Monument,OR,260.0,32414.0,8427640.0
ju2,Lopeno,TX,205.0,41087.0,8422835.0
6km,Flournoy,CA,190.0,44327.0,8422130.0
mja,North Washington,PA,104.0,80938.0,8417552.0
s1x,Wapiti,WY,150.0,56116.0,8417400.0
alv,Cary,MS,472.0,17813.0,8407736.0
q1g,Macksburg,IA,192.0,43750.0,8400000.0
fdp,Lilly,GA,209.0,40185.0,8398665.0
jiw,Triplett,MO,130.0,64583.0,8395790.0
v61,Big Bend National Park,TX,202.0,41544.0,8391888.0
3d1,Dodson,TX,156.0,53750.0,8385000.0
oj3,Greenville,WV,270.0,31048.0,8382960.0
g5h,Humboldt,MN,132.0,63462.0,8376984.0
jvc,Shirland,IL,189.0,44286.0,8370054.0
1z0,Camargo,OK,233.0,35893.0,8363069.0
2ow,Cal Nev Ari,NV,222.0,37625.0,8352750.0
80z,Coopers Plains,NY,146.0,57112.0,8338352.0
eti,Lost Creek,PA,115.0,72375.0,8323125.0
891,Dell City,TX,249.0,33333.0,8299917.0
g7e,Whitewood,VA,504.0,16452.0,8291808.0
4kl,Teller,AK,286.0,28958.0,8281988.0
ing,Bremen,KS,142.0,58304.0,8279168.0
ghu,Turkey Creek,LA,340.0,24350.0,8279000.0
2a0,Felt,OK,188.0,44000.0,8272000.0
3gj,Vandemere,NC,256.0,32292.0,8266752.0
a9j,Latty,OH,142.0,58125.0,8253750.0
una,Scotia,SC,289.0,28542.0,8248638.0
59v,Polk,MO,167.0,49375.0,8245625.0
pog,Abbyville,KS,191.0,43125.0,8236875.0
ze3,Mohawk,WV,579.0,14219.0,8232801.0
u5a,Clifton,SC,264.0,31125.0,8217000.0
iax,Medicine Bow,WY,313.0,26250.0,8216250.0
auy,Stottville,NY,187.0,43920.0,8213040.0
2pa,Burnside,PA,175.0,46875.0,8203125.0
2dg,Dresden,KS,156.0,52500.0,8190000.0
wtc,Kingston Mines,IL,156.0,52500.0,8190000.0
97j,Gomer,OH,101.0,81071.0,8188171.0
v9g,Clayton,KS,133.0,61563.0,8187879.0
tgh,Palo,MI,274.0,29881.0,8187394.0
jtg,Scotland,IN,146.0,56071.0,8186366.0
he0,Ketchum,OK,287.0,28500.0,8179500.0
t9u,Eastport,MI,175.0,46739.0,8179325.0
pjx,Dixon,WY,267.0,30625.0,8176875.0
nui,South Montrose,PA,185.0,44191.0,8175335.0
2fe,Wallops Island,VA,302.0,27067.0,8174234.0
gje,Glen Lyn,VA,105.0,77813.0,8170365.0
6te,Rockville,UT,221.0,36944.0,8164624.0
yru,Lisbon,LA,109.0,74836.0,8157124.0
cku,Reddell,LA,160.0,50972.0,8155520.0
2qc,Leonore,IL,143.0,57000.0,8151000.0
ihw,Melstone,MT,253.0,32188.0,8143564.0
7d3,Elton,WI,153.0,53125.0,8128125.0
9i2,Goldsmith,TX,197.0,41250.0,8126250.0
r8p,Ellenton,GA,200.0,40625.0,8125000.0
kgl,Pelican,AK,81.0,100250.0,8120250.0
403,Hiawatha,WV,225.0,36078.0,8117550.0
d1j,Sarles,ND,133.0,61023.0,8116059.0
01a,Swengel,PA,149.0,54464.0,8115136.0
q1j,Pettibone,ND,150.0,54063.0,8109450.0
vfm,Sierra City,CA,84.0,96406.0,8098104.0
f0u,Shirley Mills,ME,158.0,51250.0,8097500.0
qxl,Dell,AR,158.0,51250.0,8097500.0
t4r,Campus,IL,166.0,48750.0,8092500.0
d3k,Holmes Mill,KY,226.0,35804.0,8091704.0
t0m,Likely,CA,149.0,54301.0,8090849.0
o2e,McDowell,VA,241.0,33571.0,8090611.0
t13,Kimball,WV,237.0,34125.0,8087625.0
cak,Deane,KY,245.0,32986.0,8081570.0
e5c,Grantsburg,IN,174.0,46429.0,8078646.0
yzy,Westford,NY,103.0,78281.0,8062943.0
3yk,Herndon,KS,199.0,40417.0,8042983.0
5x0,Muse,OK,214.0,37500.0,8025000.0
u4w,Long Pine,NE,328.0,24464.0,8024192.0
ylw,Vanzant,MO,414.0,19353.0,8012142.0
uv3,Coxs Mills,WV,194.0,41250.0,8002500.0
fmk,McCracken,KS,173.0,46250.0,8001250.0
bja,Plumville,PA,208.0,38438.0,7995104.0
yvw,Polaris,MT,147.0,54375.0,7993125.0
ajk,Cannel City,KY,388.0,20563.0,7978444.0
96r,Eldena,IL,101.0,78750.0,7953750.0
c6h,Leota,MN,171.0,46500.0,7951500.0
hjz,Beaver Falls,NY,204.0,38971.0,7950084.0
z72,Wingate,TX,218.0,36429.0,7941522.0
xoq,Huletts Landing,NY,148.0,53650.0,7940200.0
d92,Lynndyl,UT,127.0,62500.0,7937500.0
gav,Brixey,MO,133.0,59674.0,7936642.0
gnp,Geneva,GA,206.0,38500.0,7931000.0
3kc,Raritan,IL,123.0,64464.0,7929072.0
wxj,Bascom,OH,189.0,41944.0,7927416.0
za0,Fanshawe,OK,211.0,37500.0,7912500.0
1ir,Porterdale,GA,444.0,17813.0,7908972.0
esl,Guy,AR,124.0,63750.0,7905000.0
cbv,Hunnewell,MO,240.0,32935.0,7904400.0
h7g,Westphalia,IA,86.0,91875.0,7901250.0
yuw,Kevin,MT,202.0,39091.0,7896382.0
y4j,Berlin,OH,128.0,61688.0,7896064.0
f1g,Matlock,IA,114.0,69091.0,7876374.0
02w,Du Bois,NE,216.0,36429.0,7868664.0
lz0,Bromide,OK,185.0,42500.0,7862500.0
fj2,Oklaunion,TX,144.0,54583.0,7859952.0
col,Pencil Bluff,AR,296.0,26548.0,7858208.0
xnm,Washington,CA,123.0,63750.0,7841250.0
fpz,Buckhorn,NM,169.0,46389.0,7839741.0
ne0,Leflore,OK,213.0,36786.0,7835418.0
xdr,Joppa,IL,263.0,29792.0,7835296.0
d51,Austwell,TX,157.0,49792.0,7817344.0
lyv,White Earth,MN,155.0,50417.0,7814635.0
pm3,Quinault,WA,122.0,63958.0,7802876.0
83v,Emden,MO,203.0,38417.0,7798651.0
efr,Emington,IL,189.0,41250.0,7796250.0
ekl,Tanacross,AK,145.0,53750.0,7793750.0
v4c,Dunreith,IN,158.0,49286.0,7787188.0
etv,Twin Lakes,MN,210.0,36964.0,7762440.0
a0y,Empire,OH,191.0,40625.0,7759375.0
3zt,Stoneham,ME,191.0,40625.0,7759375.0
lhh,Seney,MI,182.0,42619.0,7756658.0
l1j,Pisek,ND,146.0,53125.0,7756250.0
dti,Madisonburg,PA,193.0,40179.0,7754547.0
w3h,Elrosa,MN,200.0,38750.0,7750000.0
xj0,Colony,OK,177.0,43681.0,7731537.0
e7y,Gibbon Glade,PA,125.0,61786.0,7723250.0
48u,Covington,MI,173.0,44583.0,7712859.0
lva,Lavelle,PA,111.0,69375.0,7700625.0
3ca,Driftwood,PA,231.0,33333.0,7699923.0
p0w,Barneston,NE,113.0,68125.0,7698125.0
1og,Alton,KS,161.0,47813.0,7697893.0
tjx,Crowheart,WY,179.0,43000.0,7697000.0
jyc,Lovejoy,IL,416.0,18500.0,7696000.0
gt0,Martinsburg,OH,263.0,29250.0,7692750.0
5mw,Worth,MO,102.0,75357.0,7686414.0
qjv,Arcola,MO,143.0,53750.0,7686250.0
hqk,Gaylord,KS,235.0,32656.0,7674160.0
wn3,Clam Lake,WI,121.0,63333.0,7663293.0
mgl,Old Harbor,AK,217.0,35313.0,7662921.0
p1u,Wytopitlock,ME,326.0,23500.0,7661000.0
1rk,Ogallah,KS,128.0,59850.0,7660800.0
ubc,Harmony,IN,129.0,59375.0,7659375.0
9l0,Parkman,OH,162.0,47277.0,7658874.0
yvi,Stump Creek,PA,184.0,41607.0,7655688.0
wvz,Roy,NM,254.0,30139.0,7655306.0
6au,Wesley,ME,151.0,50625.0,7644375.0
yzw,Toston,MT,302.0,25288.0,7636976.0
syw,Sturdivant,MO,241.0,31667.0,7631747.0
jnu,Dodgeville,MI,350.0,21779.0,7622650.0
ydg,Damar,KS,219.0,34779.0,7616601.0
793,Dodge,WI,225.0,33833.0,7612425.0
o9c,Prairie Creek,IN,114.0,66684.0,7601976.0
43i,West Halifax,VT,139.0,54688.0,7601632.0
7mr,Stillmore,GA,187.0,40625.0,7596875.0
2yk,Hepler,KS,196.0,38750.0,7595000.0
ydm,Woody,CA,75.0,101250.0,7593750.0
vn0,Frenchglen,OR,88.0,86250.0,7590000.0
6v0,Amorita,OK,92.0,82250.0,7567000.0
lkr,Kealia,HI,153.0,49450.0,7565850.0
bza,New Germantown,PA,110.0,68750.0,7562500.0
5nj,Kettlersville,OH,129.0,58500.0,7546500.0
mjj,Hurdsfield,ND,91.0,82917.0,7545447.0
nli,New Millport,PA,335.0,22500.0,7537500.0
6sk,Mannsville,KY,85.0,88672.0,7537120.0
jcl,Mekoryuk,AK,262.0,28750.0,7532500.0
ec3,Waverly,WA,135.0,55769.0,7528815.0
as3,Sabine,WV,314.0,23947.0,7519358.0
te3,Meadowbrook,WV,541.0,13872.0,7504752.0
80j,Milton,ND,164.0,45694.0,7493816.0
xvu,Brookton,ME,145.0,51563.0,7476635.0
2ql,Safford,AL,294.0,25385.0,7463190.0
5xj,Belle Valley,OH,142.0,52500.0,7455000.0
rby,Dimock,PA,101.0,73750.0,7448750.0
ihm,Gold Run,CA,150.0,49583.0,7437450.0
4ng,Cambridge,KS,201.0,37000.0,7437000.0
1vw,Raynesford,MT,143.0,52000.0,7436000.0
4m0,Plainfield,OH,135.0,55000.0,7425000.0
4lc,Millbrook,IL,108.0,68750.0,7425000.0
x1z,Greig,NY,150.0,49500.0,7425000.0
c5v,Hatfield,MO,289.0,25682.0,7422098.0
9r2,Justiceburg,TX,70.0,106016.0,7421120.0
8ng,Cedar Point,KS,162.0,45750.0,7411500.0
tqa,Otter Rock,OR,139.0,53194.0,7393966.0
vcx,Patch Grove,WI,172.0,42955.0,7388260.0
o0h,Big Falls,MN,242.0,30500.0,7381000.0
lpa,Boynton,PA,144.0,51250.0,7380000.0
ekw,Hogeland,MT,164.0,44896.0,7362944.0
ikk,Savonburg,KS,155.0,47500.0,7362500.0
noa,Parksville,SC,136.0,54130.0,7361680.0
0a3,Jesse,WV,236.0,31183.0,7359188.0
vyx,Hertel,WI,111.0,66250.0,7353750.0
izc,Sutter,IL,202.0,36400.0,7352800.0
ic1,Tolstoy,SD,125.0,58750.0,7343750.0
wf3,Winona,WV,160.0,45750.0,7320000.0
4y2,Fred,TX,157.0,46620.0,7319340.0
4qp,Como,CO,215.0,34012.0,7312580.0
jq0,Milton Center,OH,135.0,54167.0,7312545.0
pep,Nalcrest,FL,299.0,24443.0,7308457.0
owz,Torreon,NM,293.0,24915.0,7300095.0
z5v,Henrietta,MO,382.0,19107.0,7298874.0
dp3,Starbuck,WA,168.0,43438.0,7297584.0
ohm,Guinda,CA,140.0,52115.0,7296100.0
1tk,Falun,KS,201.0,36250.0,7286250.0
n1w,Danbury,NE,167.0,43563.0,7275021.0
6jj,Lawton,ND,135.0,53750.0,7256250.0
4nh,Roscoe,MN,129.0,56250.0,7256250.0
7ec,Burket,IN,180.0,40294.0,7252920.0
5cl,Nightmute,AK,150.0,48333.0,7249950.0
m13,Kistler,WV,226.0,32070.0,7247820.0
g0j,Mantador,ND,118.0,61406.0,7245908.0
cav,Brinktown,MO,95.0,76250.0,7243750.0
qcz,Counselor,NM,499.0,14500.0,7235500.0
gx0,Milfay,OK,130.0,55625.0,7231250.0
n5e,Sharps,VA,439.0,16469.0,7229891.0
kua,Hazel Hurst,PA,208.0,34750.0,7228000.0
uy3,Marcus,WA,176.0,41058.0,7226208.0
5gj,Waco,NC,169.0,42750.0,7224750.0
th0,West Millgrove,OH,90.0,80179.0,7216110.0
3ak,Drift,KY,194.0,37188.0,7214472.0
vpk,Monument,KS,135.0,53438.0,7214130.0
0ev,De Witt,MO,157.0,45893.0,7205201.0
9sl,Harvey,AR,277.0,25982.0,7197014.0
qpi,Oliveburg,PA,143.0,50227.0,7182461.0
kh3,Cass,WV,395.0,18170.0,7177150.0
5za,New Geneva,PA,123.0,58250.0,7164750.0
aol,Pleasant Grove,AR,265.0,27000.0,7155000.0
9sw,Newport,NE,202.0,35417.0,7154234.0
s1t,Midlothian,MD,229.0,31225.0,7150525.0
azw,Volborg,MT,165.0,43333.0,7149945.0
4tk,Formoso,KS,235.0,30417.0,7147995.0
7dm,Arriba,CO,267.0,26750.0,7142250.0
ni2,Goldsboro,TX,61.0,117083.0,7142063.0
s6c,Kingsbury,IN,168.0,42500.0,7140000.0
hq0,Miller City,OH,173.0,41250.0,7136250.0
wqg,State Line,IN,138.0,51667.0,7130046.0
tvk,Woodbine,KS,124.0,57500.0,7130000.0
6ek,Gulston,KY,316.0,22525.0,7117900.0
lfw,Stella,NE,224.0,31771.0,7116704.0
m52,Sylvester,TX,160.0,44479.0,7116640.0
8jv,Benton City,MO,207.0,34375.0,7115625.0
2mm,Castella,CA,202.0,35208.0,7112016.0
e53,Smithville,WV,191.0,37230.0,7110930.0
ayp,Dupont,CO,209.0,33958.0,7097222.0
yix,Iron Belt,WI,157.0,45179.0,7093103.0
0yh,Hulbert,MI,183.0,38750.0,7091250.0
xvx,Waukau,WI,139.0,51000.0,7089000.0
icl,Koyuk,AK,243.0,29167.0,7087581.0
scp,Romeo,CO,306.0,23125.0,7076250.0
jal,White Mountain Lake,AZ,344.0,20563.0,7073672.0
lsv,Gorin,MO,223.0,31719.0,7073337.0
uzh,Weston,MI,88.0,80357.0,7071416.0
lol,Peach Orchard,AR,179.0,39500.0,7070500.0
a2j,Stirum,ND,110.0,64250.0,7067500.0
2ip,Galeton,CO,83.0,85125.0,7065375.0
fnw,Valmy,NV,85.0,83021.0,7056785.0
drr,Weston,GA,222.0,31776.0,7054272.0
p1a,Springtown,PA,159.0,44365.0,7054035.0
yf2,Water Valley,TX,134.0,52614.0,7050276.0
sfh,Mendota,MN,143.0,49286.0,7047898.0
dzr,Mesa,ID,106.0,66389.0,7037234.0
b8w,McDermitt,NV,423.0,16635.0,7036605.0
wom,Tecopa,CA,212.0,33173.0,7032676.0
wnv,Old Appleton,MO,152.0,46250.0,7030000.0
nwi,Valier,PA,116.0,60536.0,7022176.0
e5j,Chesterville,OH,163.0,43000.0,7009000.0
jye,Barnard,VT,97.0,72167.0,7000199.0
jrv,Holly Bluff,MS,82.0,85357.0,6999274.0
qkp,Vilas,CO,130.0,53750.0,6987500.0
phj,Benedict,ND,146.0,47813.0,6980698.0
i0t,Bloomington,MD,180.0,38774.0,6979320.0
j0r,Reubens,ID,125.0,55833.0,6979125.0
by3,Metaline,WA,122.0,57188.0,6976936.0
bzw,Whitewater,MT,166.0,42000.0,6972000.0
300,Disney,OK,194.0,35938.0,6971972.0
062,Voca,TX,89.0,78295.0,6968255.0
4uw,Loma,MT,170.0,40963.0,6963710.0
c43,Pullman,WV,158.0,44063.0,6961954.0
2kv,Pace,MS,297.0,23438.0,6961086.0
oya,Sumpter,OR,334.0,20826.0,6955884.0
ujy,Yulan,NY,106.0,65500.0,6943000.0
ufk,Premium,KY,307.0,22593.0,6936051.0
3qv,Waskish,MN,132.0,52500.0,6930000.0
rzw,Turner,MT,204.0,33929.0,6921516.0
op0,Robertsville,OH,128.0,54063.0,6920064.0
ijx,Deaver,WY,221.0,31250.0,6906250.0
cok,Seco,KY,125.0,55221.0,6902625.0
r1v,Canalou,MO,186.0,37083.0,6897438.0
9er,Bingham,IL,200.0,34438.0,6887600.0
yhw,Melrose,MT,153.0,45000.0,6885000.0
rji,West Middletown,PA,108.0,63750.0,6885000.0
f4y,Clarington,PA,217.0,31667.0,6871739.0
xoi,Hardaway,AL,139.0,49375.0,6863125.0
w3v,East Lynne,MO,184.0,37292.0,6861728.0
oey,Belsano,PA,259.0,26475.0,6857025.0
xc1,Vivian,SD,181.0,37857.0,6852117.0
e9l,Valley Springs,AR,148.0,46298.0,6852104.0
n7y,Glen Richey,PA,203.0,33750.0,6851250.0
jlu,Gilliam,LA,151.0,45357.0,6848907.0
1ej,Wildrose,ND,109.0,62813.0,6846617.0
vhh,Sidnaw,MI,158.0,43333.0,6846614.0
lhc,Sailor Springs,IL,108.0,63375.0,6844500.0
0b1,Barksdale,TX,94.0,72813.0,6844422.0
0vr,Elk City,ID,276.0,24792.0,6842592.0
02y,Alverda,PA,124.0,55167.0,6840708.0
030,Manchester,OK,135.0,50625.0,6834375.0
nww,Sweet Grass,MT,101.0,67583.0,6825883.0
sim,Bridgeville,CA,210.0,32500.0,6825000.0
upe,Sheldon Springs,VT,108.0,63167.0,6822036.0
9vl,Hackberry,AZ,181.0,37679.0,6819899.0
7yw,Sumner,MO,138.0,49375.0,6813750.0
2tk,Farlington,KS,165.0,41250.0,6806250.0
t7g,Welton,IA,121.0,56250.0,6806250.0
ghw,Moccasin,MT,159.0,42778.0,6801702.0
y9j,Kunkle,OH,352.0,19318.0,6799936.0
18u,Copper Harbor,MI,135.0,50313.0,6792255.0
4qu,Chataignier,LA,193.0,35179.0,6789547.0
vak,Denton,KY,356.0,19063.0,6786428.0
wlx,Lebanon,WI,45.0,150750.0,6783750.0
lx2,Sanford,TX,175.0,38750.0,6781250.0
s10,Greenfield,OK,189.0,35833.0,6772437.0
g6w,Saronville,NE,95.0,71250.0,6768750.0
x71,Caddo,TX,154.0,43948.0,6767992.0
2fp,Cecil,GA,229.0,29500.0,6755500.0
0l1,Lebanon,SD,119.0,56750.0,6753250.0
aqa,Princeton,OR,199.0,33929.0,6751871.0
l1q,Bethel,NY,109.0,61927.0,6750043.0
wb2,Toyah,TX,125.0,54000.0,6750000.0
39r,Hooppole,IL,178.0,37917.0,6749226.0
9yk,Home,KS,129.0,52250.0,6740250.0
z1a,Summit Station,PA,118.0,57083.0,6735794.0
0yr,Nunez,GA,81.0,83036.0,6725916.0
ncl,Nondalton,AK,120.0,56042.0,6725040.0
0r3,Thornton,WA,150.0,44821.0,6723150.0
tpg,Ayrshire,IA,209.0,32120.0,6713080.0
jlg,Zanesville,IN,161.0,41667.0,6708387.0
d2m,Navarro,CA,109.0,61447.0,6697723.0
a2h,Comstock,MN,78.0,85833.0,6694974.0
hg1,Whitehorse,SD,127.0,52679.0,6690233.0
muw,Kremlin,MT,115.0,58125.0,6684375.0
aye,Beecher Falls,VT,174.0,38333.0,6669942.0
1wu,East Andover,ME,194.0,34375.0,6668750.0
tgv,Mayersville,MS,589.0,11316.0,6665124.0
9kh,Rockland,MI,210.0,31683.0,6653430.0
t43,Premier,WV,277.0,24013.0,6651601.0
uak,Dema,KY,302.0,22019.0,6649738.0
fby,Dunlo,PA,201.0,33079.0,6648879.0
lrl,Holy Cross,AK,257.0,25833.0,6639081.0
3u2,Los Indios,TX,269.0,24643.0,6628967.0
9f0,Agness,OR,355.0,18658.0,6623590.0
84w,Max,NE,163.0,40625.0,6621875.0
hqp,Chromo,CO,91.0,72750.0,6620250.0
mpc,Murdock,IL,181.0,36563.0,6617903.0
bne,Cougar,WA,103.0,64250.0,6617750.0
79m,Witter Springs,CA,99.0,66838.0,6616962.0
swv,Walthall,MS,134.0,49375.0,6616250.0
byp,Egnar,CO,140.0,47250.0,6615000.0
2ne,Conconully,WA,233.0,28333.0,6601589.0
ium,Fort Bidwell,CA,210.0,31406.0,6595260.0
1ij,Norman,NC,172.0,38333.0,6593276.0
tim,Blocksburg,CA,109.0,60450.0,6589050.0
kjl,Poston,AZ,310.0,21250.0,6587500.0
fgl,Saint George Island,AK,102.0,64583.0,6587466.0
ynw,Nixon,NV,241.0,27321.0,6584361.0
3qi,Marsteller,PA,137.0,48056.0,6583672.0
edk,Aimwell,LA,73.0,90156.0,6581388.0
5hw,Outlook,MT,96.0,68500.0,6576000.0
d5j,Clifton,OH,97.0,67750.0,6571750.0
pvw,Pony,MT,165.0,39821.0,6570465.0
swg,Hamilton,IA,139.0,47143.0,6552877.0
ufa,Jacksonboro,SC,169.0,38750.0,6548750.0
wea,Wood,PA,191.0,34286.0,6548626.0
l4w,Liberty,NE,126.0,51964.0,6547464.0
fxi,Bowden,WV,157.0,41696.0,6546272.0
83i,Williamsville,VT,113.0,57917.0,6544621.0
fyi,Mill Village,PA,146.0,44750.0,6533500.0
ql0,North Star,OH,60.0,108750.0,6525000.0
5ym,Big Bend,CA,260.0,25089.0,6523140.0
zpl,Eagle,AK,158.0,41250.0,6517500.0
xzu,Kingman,ME,221.0,29464.0,6511544.0
liv,Arcola,MS,355.0,18333.0,6508215.0
okw,Jackson,MT,146.0,44531.0,6501526.0
zdk,Yosemite,KY,345.0,18818.0,6492210.0
n7c,Mellott,IN,157.0,41250.0,6476250.0
s33,North Spring,WV,228.0,28390.0,6472920.0
do1,Chatfield,TX,248.0,26094.0,6471312.0
wve,Davenport,VA,206.0,31406.0,6469636.0
s4l,Garland City,AR,250.0,25871.0,6467750.0
